YEAR,LocationAbbr,LocationDesc,TopicType,TopicDesc,MeasureDesc,DataSource,Response,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Std_Err,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,Gender,Race,Age,Education,GeoLocation,TopicTypeId,TopicId,MeasureId,StratificationID1,StratificationID2,StratificationID3,StratificationID4,SubMeasureID,DisplayOrder
2001,FL,Florida,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,10.0,1.0,8.1,11.9,2080.0,Male,All Races,All Ages,Middle School,"(28.932040377, -81.928960539)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
2001,FL,Florida,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,5.0,0.5,4.0,6.0,4293.0,Overall,All Races,All Ages,High School,"(28.932040377, -81.928960539)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS10,10
2002,FL,Florida,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,10.5,0.9,8.8,12.3,7389.0,Male,All Races,All Ages,Middle School,"(28.932040377, -81.928960539)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
2002,FL,Florida,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,4.2,0.6,3.1,5.3,3707.0,Male,All Races,All Ages,High School,"(28.932040377, -81.928960539)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,2EDU,YTS12,12
2001,GA,Georgia,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,None,%,Percentage,52.7,5.8,41.3,64.1,100.0,Female,All Races,All Ages,Middle School,"(32.839681093, -83.627580346)",BEH,105BEH,169QUA,3GEN,8AGE,6RAC,1EDU,YTS06,6
2009,GA,Georgia,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,4.5,1.0,2.6,6.4,995.0,Female,All Races,All Ages,High School,"(32.839681093, -83.627580346)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS09,9
1999,GA,Georgia,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,None,%,Percentage,51.9,7.1,38.0,65.8,163.0,Overall,All Races,All Ages,Middle School,"(32.839681093, -83.627580346)",BEH,105BEH,169QUA,1GEN,8AGE,6RAC,1EDU,YTS04,4
2009,GA,Georgia,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,4.4,0.7,3.0,5.8,1024.0,Female,All Races,All Ages,Middle School,"(32.839681093, -83.627580346)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
2009,GA,Georgia,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,None,%,Percentage,47.8,4.2,39.6,56.0,107.0,Overall,All Races,All Ages,Middle School,"(32.839681093, -83.627580346)",BEH,105BEH,169QUA,1GEN,8AGE,6RAC,1EDU,YTS04,4
2005,GA,Georgia,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,2.1,0.5,1.2,3.1,951.0,Female,All Races,All Ages,Middle School,"(32.839681093, -83.627580346)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS10,10
2011,GA,Georgia,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,6.5,1.0,4.5,8.5,1893.0,Overall,All Races,All Ages,High School,"(32.839681093, -83.627580346)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS09,9
2009,GA,Georgia,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,17.7,1.7,14.3,21.1,1925.0,Overall,All Races,All Ages,High School,"(32.839681093, -83.627580346)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS11,11
1999,GA,Georgia,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,None,%,Percentage,47.3,7.3,33.0,61.6,79.0,Male,All Races,All Ages,Middle School,"(32.839681093, -83.627580346)",BEH,105BEH,169QUA,2GEN,8AGE,6RAC,1EDU,YTS05,5
2005,GA,Georgia,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,52.5,2.6,47.3,57.7,1734.0,Overall,All Races,All Ages,High School,"(32.839681093, -83.627580346)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS08,8
2011,GA,Georgia,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,4.2,1.0,2.2,6.2,1112.0,Female,All Races,All Ages,Middle School,"(32.839681093, -83.627580346)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
2009,GA,Georgia,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,7.8,1.0,5.9,9.7,1034.0,Female,All Races,All Ages,Middle School,"(32.839681093, -83.627580346)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS11,11
2001,GA,Georgia,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,7.5,1.1,5.4,9.7,1422.0,Male,All Races,All Ages,Middle School,"(32.839681093, -83.627580346)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS10,10
2013,GA,Georgia,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,14.3,1.6,11.2,17.4,832.0,Male,All Races,All Ages,High School,"(32.839681093, -83.627580346)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7
2001,GA,Georgia,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,None,%,Percentage,57.7,3.7,50.4,65.0,258.0,Female,All Races,All Ages,High School,"(32.839681093, -83.627580346)",BEH,105BEH,169QUA,3GEN,8AGE,6RAC,2EDU,YTS06,6
2005,GA,Georgia,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,None,%,Percentage,45.7,9.1,27.9,63.4,63.0,Male,All Races,All Ages,Middle School,"(32.839681093, -83.627580346)",BEH,105BEH,169QUA,2GEN,8AGE,6RAC,1EDU,YTS05,5
2005,GA,Georgia,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,2.4,0.7,1.1,3.7,950.0,Male,All Races,All Ages,Middle School,"(32.839681093, -83.627580346)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS09,9
2013,GA,Georgia,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,3.9,0.9,2.2,5.6,832.0,Male,All Races,All Ages,High School,"(32.839681093, -83.627580346)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS09,9
2013,GA,Georgia,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,9.1,1.1,7.0,11.2,2078.0,Overall,All Races,All Ages,Middle School,"(32.839681093, -83.627580346)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS11,11
2013,GA,Georgia,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,None,%,Percentage,56.8,4.5,47.9,65.7,121.0,Male,All Races,All Ages,High School,"(32.839681093, -83.627580346)",BEH,105BEH,169QUA,2GEN,8AGE,6RAC,2EDU,YTS05,5
2013,GA,Georgia,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,3.2,0.6,2.1,4.3,2041.0,Overall,All Races,All Ages,Middle School,"(32.839681093, -83.627580346)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
2011,GA,Georgia,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,24.8,1.9,21.0,28.6,1028.0,Male,All Races,All Ages,Middle School,"(32.839681093, -83.627580346)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS08,8
2001,GA,Georgia,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,None,%,Percentage,50.3,2.7,44.9,55.6,357.0,Male,All Races,All Ages,High School,"(32.839681093, -83.627580346)",BEH,105BEH,169QUA,2GEN,8AGE,6RAC,2EDU,YTS05,5
2013,GA,Georgia,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,5.8,0.8,4.2,7.4,1036.0,Male,All Races,All Ages,Middle School,"(32.839681093, -83.627580346)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS10,10
2013,GA,Georgia,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,9.2,1.5,6.3,12.1,858.0,Male,All Races,All Ages,High School,"(32.839681093, -83.627580346)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,2EDU,YTS10,10
2015,GA,Georgia,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,34.3,1.6,31.1,37.4,1267.0,Overall,All Races,All Ages,High School,"(32.839681093, -83.627580346)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS08,8
2005,GA,Georgia,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,31.7,1.9,28.0,35.3,909.0,Male,All Races,All Ages,Middle School,"(32.839681093, -83.627580346)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS08,8
2001,GA,Georgia,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,63.9,2.1,59.9,68.0,1455.0,Male,All Races,All Ages,High School,"(32.839681093, -83.627580346)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS08,8
2001,GA,Georgia,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,1.1,0.4,0.3,1.8,1353.0,Female,All Races,All Ages,Middle School,"(32.839681093, -83.627580346)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS09,9
2011,GA,Georgia,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,7.4,0.8,5.9,8.9,1107.0,Female,All Races,All Ages,Middle School,"(32.839681093, -83.627580346)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS11,11
2011,GA,Georgia,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,1.4,0.3,0.8,2.0,2199.0,Overall,All Races,All Ages,Middle School,"(32.839681093, -83.627580346)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS12,12
2013,GA,Georgia,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,38.4,2.6,33.3,43.5,826.0,Male,All Races,All Ages,High School,"(32.839681093, -83.627580346)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS08,8
2011,GA,Georgia,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,None,%,Percentage,31.7,5.8,20.3,43.1,65.0,Male,All Races,All Ages,Middle School,"(32.839681093, -83.627580346)",BEH,105BEH,170CES,2GEN,8AGE,6RAC,1EDU,YTS02,2
2005,GA,Georgia,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,17.2,1.8,13.7,20.7,941.0,Male,All Races,All Ages,Middle School,"(32.839681093, -83.627580346)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS11,11
2009,GA,Georgia,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,8.0,1.4,5.3,10.7,1006.0,Female,All Races,All Ages,High School,"(32.839681093, -83.627580346)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS11,11
2005,GA,Georgia,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,7.2,1.3,4.6,9.7,961.0,Male,All Races,All Ages,Middle School,"(32.839681093, -83.627580346)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS10,10
2011,GA,Georgia,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,18.8,1.5,15.9,21.7,1882.0,Overall,All Races,All Ages,High School,"(32.839681093, -83.627580346)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS11,11
1999,GA,Georgia,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,None,%,Percentage,56.3,9.0,38.6,74.0,84.0,Female,All Races,All Ages,Middle School,"(32.839681093, -83.627580346)",BEH,105BEH,169QUA,3GEN,8AGE,6RAC,1EDU,YTS06,6
2013,GA,Georgia,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,2.7,0.6,1.5,3.9,1027.0,Female,All Races,All Ages,Middle School,"(32.839681093, -83.627580346)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
2015,GA,Georgia,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,5.5,1.1,3.3,7.7,658.0,Female,All Races,All Ages,High School,"(32.839681093, -83.627580346)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS11,11
2013,GA,Georgia,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,16.8,1.5,13.8,19.8,1953.0,Overall,All Races,All Ages,Middle School,"(32.839681093, -83.627580346)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS08,8
2017,GA,Georgia,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,27.9,2.0,24.0,31.8,1242.0,Male,All Races,All Ages,High School,"(32.839681093, -83.627580346)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS08,8
2009,GA,Georgia,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,None,%,Percentage,43.7,4.9,34.1,53.3,67.0,Male,All Races,All Ages,Middle School,"(32.839681093, -83.627580346)",BEH,105BEH,169QUA,2GEN,8AGE,6RAC,1EDU,YTS05,5
2015,GA,Georgia,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,0.8,0.7,0.0,2.2,690.0,Female,All Races,All Ages,High School,"(32.839681093, -83.627580346)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS12,12
2009,GA,Georgia,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,None,%,Percentage,60.5,2.9,54.9,66.1,246.0,Overall,All Races,All Ages,High School,"(32.839681093, -83.627580346)",BEH,105BEH,170CES,1GEN,8AGE,6RAC,2EDU,YTS01,1
2011,GA,Georgia,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,2.7,0.6,1.5,3.9,1932.0,Overall,All Races,All Ages,High School,"(32.839681093, -83.627580346)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS12,12
2009,GA,Georgia,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,6.1,0.7,4.7,7.5,1950.0,Overall,All Races,All Ages,Middle School,"(32.839681093, -83.627580346)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
2011,GA,Georgia,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,4.9,1.1,2.8,7.0,944.0,Male,All Races,All Ages,High School,"(32.839681093, -83.627580346)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,2EDU,YTS12,12
2009,GA,Georgia,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,10.1,1.6,7.0,13.2,911.0,Male,All Races,All Ages,Middle School,"(32.839681093, -83.627580346)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS10,10
2013,GA,Georgia,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,35.9,1.8,32.3,39.5,1673.0,Overall,All Races,All Ages,High School,"(32.839681093, -83.627580346)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS08,8
2011,GA,Georgia,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,None,%,Percentage,55.6,4.3,47.1,64.1,104.0,Overall,All Races,All Ages,Middle School,"(32.839681093, -83.627580346)",BEH,105BEH,169QUA,1GEN,8AGE,6RAC,1EDU,YTS04,4
2001,GA,Georgia,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,12.6,1.3,10.0,15.2,2740.0,Overall,All Races,All Ages,Middle School,"(32.839681093, -83.627580346)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS11,11
2015,GA,Georgia,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,28.1,2.4,23.3,32.8,628.0,Female,All Races,All Ages,High School,"(32.839681093, -83.627580346)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS08,8
2009,GA,Georgia,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,25.0,1.7,21.7,28.3,1880.0,Overall,All Races,All Ages,Middle School,"(32.839681093, -83.627580346)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS08,8
2015,GA,Georgia,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,8.2,1.0,6.3,10.1,1382.0,Overall,All Races,All Ages,High School,"(32.839681093, -83.627580346)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS10,10
2011,GA,Georgia,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,28.7,2.5,23.8,33.6,915.0,Male,All Races,All Ages,High School,"(32.839681093, -83.627580346)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,2EDU,YTS11,11
1999,GA,Georgia,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,None,%,Percentage,52.1,4.8,42.7,61.5,156.0,Overall,All Races,All Ages,Middle School,"(32.839681093, -83.627580346)",BEH,105BEH,170CES,1GEN,8AGE,6RAC,1EDU,YTS01,1
2001,GA,Georgia,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,8.9,1.1,6.8,11.0,2751.0,Overall,All Races,All Ages,Middle School,"(32.839681093, -83.627580346)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
2005,GA,Georgia,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,3.7,1.2,1.4,6.0,850.0,Male,All Races,All Ages,High School,"(32.839681093, -83.627580346)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,2EDU,YTS12,12
2011,GA,Georgia,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,4.8,0.8,3.3,6.3,966.0,Female,All Races,All Ages,High School,"(32.839681093, -83.627580346)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS09,9
2011,GA,Georgia,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,47.5,2.9,41.9,53.1,906.0,Male,All Races,All Ages,High School,"(32.839681093, -83.627580346)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS08,8
2001,GA,Georgia,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,10.1,1.2,7.8,12.3,1417.0,Female,All Races,All Ages,High School,"(32.839681093, -83.627580346)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS11,11
2011,GA,Georgia,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,8.1,1.4,5.3,10.9,924.0,Male,All Races,All Ages,High School,"(32.839681093, -83.627580346)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS09,9
2011,GA,Georgia,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,1.0,0.2,0.6,1.4,2165.0,Overall,All Races,All Ages,Middle School,"(32.839681093, -83.627580346)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS09,9
2009,GA,Georgia,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,None,%,Percentage,60.8,4.5,52.0,69.6,118.0,Female,All Races,All Ages,High School,"(32.839681093, -83.627580346)",BEH,105BEH,169QUA,3GEN,8AGE,6RAC,2EDU,YTS06,6
2013,GA,Georgia,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,13.5,1.5,10.5,16.5,1037.0,Male,All Races,All Ages,Middle School,"(32.839681093, -83.627580346)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS11,11
2005,GA,Georgia,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,None,%,Percentage,52.4,9.6,33.5,71.3,55.0,Female,All Races,All Ages,Middle School,"(32.839681093, -83.627580346)",BEH,105BEH,169QUA,3GEN,8AGE,6RAC,1EDU,YTS06,6
2005,GA,Georgia,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,None,%,Percentage,47.3,4.9,37.7,56.9,108.0,Female,All Races,All Ages,High School,"(32.839681093, -83.627580346)",BEH,105BEH,170CES,3GEN,8AGE,6RAC,2EDU,YTS03,3
2001,GA,Georgia,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,35.2,2.5,30.3,40.1,1366.0,Male,All Races,All Ages,Middle School,"(32.839681093, -83.627580346)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS08,8
2013,GA,Georgia,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,5.4,0.8,3.9,6.9,1738.0,Overall,All Races,All Ages,High School,"(32.839681093, -83.627580346)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS10,10
2015,GA,Georgia,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,25.8,3.3,19.4,32.2,648.0,Male,All Races,All Ages,High School,"(32.839681093, -83.627580346)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,2EDU,YTS11,11
2013,GA,Georgia,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,14.2,1.9,10.5,17.9,997.0,Female,All Races,All Ages,Middle School,"(32.839681093, -83.627580346)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS08,8
2011,GA,Georgia,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,None,%,Percentage,56.7,5.2,46.5,66.9,119.0,Female,All Races,All Ages,High School,"(32.839681093, -83.627580346)",BEH,105BEH,170CES,3GEN,8AGE,6RAC,2EDU,YTS03,3
2015,GA,Georgia,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,None,%,Percentage,47.1,5.5,36.4,57.9,95.0,Overall,All Races,All Ages,High School,"(32.839681093, -83.627580346)",BEH,105BEH,170CES,1GEN,8AGE,6RAC,2EDU,YTS01,1
2005,GA,Georgia,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,None,%,Percentage,46.8,3.8,39.4,54.2,148.0,Male,All Races,All Ages,High School,"(32.839681093, -83.627580346)",BEH,105BEH,169QUA,2GEN,8AGE,6RAC,2EDU,YTS05,5
2001,GA,Georgia,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,None,%,Percentage,57.1,6.9,43.6,70.6,110.0,Male,All Races,All Ages,Middle School,"(32.839681093, -83.627580346)",BEH,105BEH,169QUA,2GEN,8AGE,6RAC,1EDU,YTS05,5
2005,GA,Georgia,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,2.0,0.6,0.8,3.2,1762.0,Overall,All Races,All Ages,High School,"(32.839681093, -83.627580346)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS12,12
2009,GA,Georgia,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,5.9,1.0,3.9,7.9,1904.0,Overall,All Races,All Ages,High School,"(32.839681093, -83.627580346)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS09,9
1999,GA,Georgia,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,None,%,Percentage,45.8,7.2,31.7,59.9,81.0,Male,All Races,All Ages,Middle School,"(32.839681093, -83.627580346)",BEH,105BEH,170CES,2GEN,8AGE,6RAC,1EDU,YTS02,2
2005,GA,Georgia,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,None,%,Percentage,35.2,7.2,21.0,49.3,61.0,Male,All Races,All Ages,Middle School,"(32.839681093, -83.627580346)",BEH,105BEH,170CES,2GEN,8AGE,6RAC,1EDU,YTS02,2
2001,GA,Georgia,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,1.1,0.2,0.7,1.6,1373.0,Female,All Races,All Ages,Middle School,"(32.839681093, -83.627580346)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS10,10
1999,GA,Georgia,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,None,%,Percentage,59.2,5.8,47.8,70.6,75.0,Female,All Races,All Ages,Middle School,"(32.839681093, -83.627580346)",BEH,105BEH,170CES,3GEN,8AGE,6RAC,1EDU,YTS03,3
2009,GA,Georgia,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,6.7,1.0,4.8,8.6,1927.0,Overall,All Races,All Ages,Middle School,"(32.839681093, -83.627580346)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS10,10
